gene_id	gRNA_group	pair_type
IFNWP19	sgRNA_22186896.22187389_22186998_gene	candidate
p14.dialup	sgRNA_22186896.22187389_22186998_gene	candidate
CDKN2B	sgRNA_22186896.22187389_22187220_gene	candidate
CDKN2B-AS1	sgRNA_22186896.22187389_22187220_gene	candidate
p16.dialup	sgRNA_22186896.22187389_22187220_gene	candidate
MTAP	sgRNA_22186896.22187389_22187220_gene	candidate
DMRTA1	sgRNA_22186896.22187389_22187220_gene	candidate
IFNB1	sgRNA_22186896.22187389_22187220_gene	candidate
IFNE	sgRNA_22186896.22187389_22187220_gene	candidate
IFNWP19	sgRNA_22186896.22187389_22187220_gene	candidate
p14.dialup	sgRNA_22186896.22187389_22187220_gene	candidate
CDKN2B	sgRNA_22192993.22193454_22193131_gene	candidate
CDKN2B-AS1	sgRNA_22192993.22193454_22193131_gene	candidate
p16.dialup	sgRNA_22192993.22193454_22193131_gene	candidate
MTAP	sgRNA_22192993.22193454_22193131_gene	candidate
DMRTA1	sgRNA_22192993.22193454_22193131_gene	candidate
IFNB1	sgRNA_22192993.22193454_22193131_gene	candidate
IFNE	sgRNA_22192993.22193454_22193131_gene	candidate
IFNWP19	sgRNA_22192993.22193454_22193131_gene	candidate
p14.dialup	sgRNA_22192993.22193454_22193131_gene	candidate
CDKN2B	sgRNA_22192993.22193454_22193156_gene	candidate
CDKN2B-AS1	sgRNA_22192993.22193454_22193156_gene	candidate
p16.dialup	sgRNA_22192993.22193454_22193156_gene	candidate
MTAP	sgRNA_22192993.22193454_22193156_gene	candidate
DMRTA1	sgRNA_22192993.22193454_22193156_gene	candidate
IFNB1	sgRNA_22192993.22193454_22193156_gene	candidate
IFNE	sgRNA_22192993.22193454_22193156_gene	candidate
IFNWP19	sgRNA_22192993.22193454_22193156_gene	candidate
p14.dialup	sgRNA_22192993.22193454_22193156_gene	candidate
CDKN2B	sgRNA_22192993.22193454_22193223_gene	candidate
CDKN2B-AS1	sgRNA_22192993.22193454_22193223_gene	candidate
p16.dialup	sgRNA_22192993.22193454_22193223_gene	candidate
MTAP	sgRNA_22192993.22193454_22193223_gene	candidate
DMRTA1	sgRNA_22192993.22193454_22193223_gene	candidate
IFNB1	sgRNA_22192993.22193454_22193223_gene	candidate
IFNE	sgRNA_22192993.22193454_22193223_gene	candidate
IFNWP19	sgRNA_22192993.22193454_22193223_gene	candidate
p14.dialup	sgRNA_22192993.22193454_22193223_gene	candidate
CDKN2B	sgRNA_22197037.22197402_22197170_gene	candidate
CDKN2B-AS1	sgRNA_22197037.22197402_22197170_gene	candidate
p16.dialup	sgRNA_22197037.22197402_22197170_gene	candidate
MTAP	sgRNA_22197037.22197402_22197170_gene	candidate
DMRTA1	sgRNA_22197037.22197402_22197170_gene	candidate
IFNB1	sgRNA_22197037.22197402_22197170_gene	candidate
IFNE	sgRNA_22197037.22197402_22197170_gene	candidate
IFNWP19	sgRNA_22197037.22197402_22197170_gene	candidate
p14.dialup	sgRNA_22197037.22197402_22197170_gene	candidate
CDKN2B	sgRNA_22197037.22197402_22197180_gene	candidate
CDKN2B-AS1	sgRNA_22197037.22197402_22197180_gene	candidate
p16.dialup	sgRNA_22197037.22197402_22197180_gene	candidate
MTAP	sgRNA_22197037.22197402_22197180_gene	candidate
DMRTA1	sgRNA_22197037.22197402_22197180_gene	candidate
IFNB1	sgRNA_22197037.22197402_22197180_gene	candidate
IFNE	sgRNA_22197037.22197402_22197180_gene	candidate
IFNWP19	sgRNA_22197037.22197402_22197180_gene	candidate
p14.dialup	sgRNA_22197037.22197402_22197180_gene	candidate
CDKN2B	sgRNA_22197037.22197402_22197194_gene	candidate
CDKN2B-AS1	sgRNA_22197037.22197402_22197194_gene	candidate
p16.dialup	sgRNA_22197037.22197402_22197194_gene	candidate
MTAP	sgRNA_22197037.22197402_22197194_gene	candidate
DMRTA1	sgRNA_22197037.22197402_22197194_gene	candidate
IFNB1	sgRNA_22197037.22197402_22197194_gene	candidate
IFNE	sgRNA_22197037.22197402_22197194_gene	candidate
IFNWP19	sgRNA_22197037.22197402_22197194_gene	candidate
p14.dialup	sgRNA_22197037.22197402_22197194_gene	candidate
CDKN2B	sgRNA_22200329.22200669_22200442_gene	candidate
CDKN2B-AS1	sgRNA_22200329.22200669_22200442_gene	candidate
p16.dialup	sgRNA_22200329.22200669_22200442_gene	candidate
MTAP	sgRNA_22200329.22200669_22200442_gene	candidate
DMRTA1	sgRNA_22200329.22200669_22200442_gene	candidate
IFNB1	sgRNA_22200329.22200669_22200442_gene	candidate
IFNE	sgRNA_22200329.22200669_22200442_gene	candidate
IFNWP19	sgRNA_22200329.22200669_22200442_gene	candidate
p14.dialup	sgRNA_22200329.22200669_22200442_gene	candidate
CDKN2B	sgRNA_22200329.22200669_22200466_gene	candidate
CDKN2B-AS1	sgRNA_22200329.22200669_22200466_gene	candidate
p16.dialup	sgRNA_22200329.22200669_22200466_gene	candidate
MTAP	sgRNA_22200329.22200669_22200466_gene	candidate
DMRTA1	sgRNA_22200329.22200669_22200466_gene	candidate
IFNB1	sgRNA_22200329.22200669_22200466_gene	candidate
IFNE	sgRNA_22200329.22200669_22200466_gene	candidate
IFNWP19	sgRNA_22200329.22200669_22200466_gene	candidate
p14.dialup	sgRNA_22200329.22200669_22200466_gene	candidate
CDKN2B	sgRNA_22200329.22200669_22200537_gene	candidate
CDKN2B-AS1	sgRNA_22200329.22200669_22200537_gene	candidate
p16.dialup	sgRNA_22200329.22200669_22200537_gene	candidate
MTAP	sgRNA_22200329.22200669_22200537_gene	candidate
DMRTA1	sgRNA_22200329.22200669_22200537_gene	candidate
IFNB1	sgRNA_22200329.22200669_22200537_gene	candidate
IFNE	sgRNA_22200329.22200669_22200537_gene	candidate
IFNWP19	sgRNA_22200329.22200669_22200537_gene	candidate
p14.dialup	sgRNA_22200329.22200669_22200537_gene	candidate
CDKN2B	sgRNA_22200329.22200669_22200545_gene	candidate
CDKN2B-AS1	sgRNA_22200329.22200669_22200545_gene	candidate
p16.dialup	sgRNA_22200329.22200669_22200545_gene	candidate
MTAP	sgRNA_22200329.22200669_22200545_gene	candidate
DMRTA1	sgRNA_22200329.22200669_22200545_gene	candidate
IFNB1	sgRNA_22200329.22200669_22200545_gene	candidate
IFNE	sgRNA_22200329.22200669_22200545_gene	candidate
IFNWP19	sgRNA_22200329.22200669_22200545_gene	candidate
p14.dialup	sgRNA_22200329.22200669_22200545_gene	candidate
CDKN2B	sgRNA_22201152.22201748_22201421_gene	candidate
CDKN2B-AS1	sgRNA_22201152.22201748_22201421_gene	candidate
p16.dialup	sgRNA_22201152.22201748_22201421_gene	candidate
MTAP	sgRNA_22201152.22201748_22201421_gene	candidate
DMRTA1	sgRNA_22201152.22201748_22201421_gene	candidate
IFNB1	sgRNA_22201152.22201748_22201421_gene	candidate
IFNE	sgRNA_22201152.22201748_22201421_gene	candidate
IFNWP19	sgRNA_22201152.22201748_22201421_gene	candidate
p14.dialup	sgRNA_22201152.22201748_22201421_gene	candidate
CDKN2B	sgRNA_22201152.22201748_22201454_gene	candidate
CDKN2B-AS1	sgRNA_22201152.22201748_22201454_gene	candidate
p16.dialup	sgRNA_22201152.22201748_22201454_gene	candidate
MTAP	sgRNA_22201152.22201748_22201454_gene	candidate
DMRTA1	sgRNA_22201152.22201748_22201454_gene	candidate
IFNB1	sgRNA_22201152.22201748_22201454_gene	candidate
IFNE	sgRNA_22201152.22201748_22201454_gene	candidate
IFNWP19	sgRNA_22201152.22201748_22201454_gene	candidate
p14.dialup	sgRNA_22201152.22201748_22201454_gene	candidate
CDKN2B	sgRNA_22201152.22201748_22201473_gene	candidate
CDKN2B-AS1	sgRNA_22201152.22201748_22201473_gene	candidate
p16.dialup	sgRNA_22201152.22201748_22201473_gene	candidate
MTAP	sgRNA_22201152.22201748_22201473_gene	candidate
DMRTA1	sgRNA_22201152.22201748_22201473_gene	candidate
IFNB1	sgRNA_22201152.22201748_22201473_gene	candidate
IFNE	sgRNA_22201152.22201748_22201473_gene	candidate
IFNWP19	sgRNA_22201152.22201748_22201473_gene	candidate
p14.dialup	sgRNA_22201152.22201748_22201473_gene	candidate
CDKN2B	sgRNA_22201152.22201748_22201538_gene	candidate
CDKN2B-AS1	sgRNA_22201152.22201748_22201538_gene	candidate
p16.dialup	sgRNA_22201152.22201748_22201538_gene	candidate
MTAP	sgRNA_22201152.22201748_22201538_gene	candidate
DMRTA1	sgRNA_22201152.22201748_22201538_gene	candidate
IFNB1	sgRNA_22201152.22201748_22201538_gene	candidate
IFNE	sgRNA_22201152.22201748_22201538_gene	candidate
IFNWP19	sgRNA_22201152.22201748_22201538_gene	candidate
p14.dialup	sgRNA_22201152.22201748_22201538_gene	candidate
CDKN2B	sgRNA_22203607.22203994_22203647_gene	candidate
CDKN2B-AS1	sgRNA_22203607.22203994_22203647_gene	candidate
p16.dialup	sgRNA_22203607.22203994_22203647_gene	candidate
MTAP	sgRNA_22203607.22203994_22203647_gene	candidate
DMRTA1	sgRNA_22203607.22203994_22203647_gene	candidate
IFNB1	sgRNA_22203607.22203994_22203647_gene	candidate
IFNE	sgRNA_22203607.22203994_22203647_gene	candidate
IFNWP19	sgRNA_22203607.22203994_22203647_gene	candidate
p14.dialup	sgRNA_22203607.22203994_22203647_gene	candidate
CDKN2B	sgRNA_22203607.22203994_22203827_gene	candidate
CDKN2B-AS1	sgRNA_22203607.22203994_22203827_gene	candidate
p16.dialup	sgRNA_22203607.22203994_22203827_gene	candidate
MTAP	sgRNA_22203607.22203994_22203827_gene	candidate
DMRTA1	sgRNA_22203607.22203994_22203827_gene	candidate
IFNB1	sgRNA_22203607.22203994_22203827_gene	candidate
IFNE	sgRNA_22203607.22203994_22203827_gene	candidate
IFNWP19	sgRNA_22203607.22203994_22203827_gene	candidate
p14.dialup	sgRNA_22203607.22203994_22203827_gene	candidate
CDKN2B	sgRNA_22203607.22203994_22203841_gene	candidate
CDKN2B-AS1	sgRNA_22203607.22203994_22203841_gene	candidate
p16.dialup	sgRNA_22203607.22203994_22203841_gene	candidate
MTAP	sgRNA_22203607.22203994_22203841_gene	candidate
DMRTA1	sgRNA_22203607.22203994_22203841_gene	candidate
IFNB1	sgRNA_22203607.22203994_22203841_gene	candidate
IFNE	sgRNA_22203607.22203994_22203841_gene	candidate
IFNWP19	sgRNA_22203607.22203994_22203841_gene	candidate
p14.dialup	sgRNA_22203607.22203994_22203841_gene	candidate
CDKN2B	sgRNA_22203607.22203994_22203929_gene	candidate
CDKN2B-AS1	sgRNA_22203607.22203994_22203929_gene	candidate
p16.dialup	sgRNA_22203607.22203994_22203929_gene	candidate
MTAP	sgRNA_22203607.22203994_22203929_gene	candidate
DMRTA1	sgRNA_22203607.22203994_22203929_gene	candidate
IFNB1	sgRNA_22203607.22203994_22203929_gene	candidate
IFNE	sgRNA_22203607.22203994_22203929_gene	candidate
IFNWP19	sgRNA_22203607.22203994_22203929_gene	candidate
p14.dialup	sgRNA_22203607.22203994_22203929_gene	candidate
CDKN2B	sgRNA_22204322.22204670_22204487_gene	candidate
CDKN2B-AS1	sgRNA_22204322.22204670_22204487_gene	candidate
p16.dialup	sgRNA_22204322.22204670_22204487_gene	candidate
MTAP	sgRNA_22204322.22204670_22204487_gene	candidate
DMRTA1	sgRNA_22204322.22204670_22204487_gene	candidate
IFNB1	sgRNA_22204322.22204670_22204487_gene	candidate
IFNE	sgRNA_22204322.22204670_22204487_gene	candidate
IFNWP19	sgRNA_22204322.22204670_22204487_gene	candidate
p14.dialup	sgRNA_22204322.22204670_22204487_gene	candidate
CDKN2B	sgRNA_22204322.22204670_22204492_gene	candidate
CDKN2B-AS1	sgRNA_22204322.22204670_22204492_gene	candidate
p16.dialup	sgRNA_22204322.22204670_22204492_gene	candidate
MTAP	sgRNA_22204322.22204670_22204492_gene	candidate
DMRTA1	sgRNA_22204322.22204670_22204492_gene	candidate
IFNB1	sgRNA_22204322.22204670_22204492_gene	candidate
IFNE	sgRNA_22204322.22204670_22204492_gene	candidate
IFNWP19	sgRNA_22204322.22204670_22204492_gene	candidate
p14.dialup	sgRNA_22204322.22204670_22204492_gene	candidate
CDKN2B	sgRNA_22204322.22204670_22204530_gene	candidate
CDKN2B-AS1	sgRNA_22204322.22204670_22204530_gene	candidate
p16.dialup	sgRNA_22204322.22204670_22204530_gene	candidate
MTAP	sgRNA_22204322.22204670_22204530_gene	candidate
DMRTA1	sgRNA_22204322.22204670_22204530_gene	candidate
IFNB1	sgRNA_22204322.22204670_22204530_gene	candidate
IFNE	sgRNA_22204322.22204670_22204530_gene	candidate
IFNWP19	sgRNA_22204322.22204670_22204530_gene	candidate
p14.dialup	sgRNA_22204322.22204670_22204530_gene	candidate
CDKN2B	sgRNA_22204322.22204670_22204551_gene	candidate
CDKN2B-AS1	sgRNA_22204322.22204670_22204551_gene	candidate
p16.dialup	sgRNA_22204322.22204670_22204551_gene	candidate
MTAP	sgRNA_22204322.22204670_22204551_gene	candidate
DMRTA1	sgRNA_22204322.22204670_22204551_gene	candidate
IFNB1	sgRNA_22204322.22204670_22204551_gene	candidate
IFNE	sgRNA_22204322.22204670_22204551_gene	candidate
IFNWP19	sgRNA_22204322.22204670_22204551_gene	candidate
p14.dialup	sgRNA_22204322.22204670_22204551_gene	candidate
CDKN2B	sgRNA_22206899.22207239_22206907_gene	candidate
CDKN2B-AS1	sgRNA_22206899.22207239_22206907_gene	candidate
p16.dialup	sgRNA_22206899.22207239_22206907_gene	candidate
MTAP	sgRNA_22206899.22207239_22206907_gene	candidate
DMRTA1	sgRNA_22206899.22207239_22206907_gene	candidate
IFNB1	sgRNA_22206899.22207239_22206907_gene	candidate
IFNE	sgRNA_22206899.22207239_22206907_gene	candidate
IFNWP19	sgRNA_22206899.22207239_22206907_gene	candidate
p14.dialup	sgRNA_22206899.22207239_22206907_gene	candidate
CDKN2B	sgRNA_22206899.22207239_22206922_gene	candidate
CDKN2B-AS1	sgRNA_22206899.22207239_22206922_gene	candidate
p16.dialup	sgRNA_22206899.22207239_22206922_gene	candidate
MTAP	sgRNA_22206899.22207239_22206922_gene	candidate
DMRTA1	sgRNA_22206899.22207239_22206922_gene	candidate
IFNB1	sgRNA_22206899.22207239_22206922_gene	candidate
IFNE	sgRNA_22206899.22207239_22206922_gene	candidate
IFNWP19	sgRNA_22206899.22207239_22206922_gene	candidate
p14.dialup	sgRNA_22206899.22207239_22206922_gene	candidate
CDKN2B	sgRNA_22206899.22207239_22207117_gene	candidate
CDKN2B-AS1	sgRNA_22206899.22207239_22207117_gene	candidate
p16.dialup	sgRNA_22206899.22207239_22207117_gene	candidate
MTAP	sgRNA_22206899.22207239_22207117_gene	candidate
DMRTA1	sgRNA_22206899.22207239_22207117_gene	candidate
IFNB1	sgRNA_22206899.22207239_22207117_gene	candidate
IFNE	sgRNA_22206899.22207239_22207117_gene	candidate
IFNWP19	sgRNA_22206899.22207239_22207117_gene	candidate
p14.dialup	sgRNA_22206899.22207239_22207117_gene	candidate
CDKN2B	sgRNA_22206899.22207239_22207124_gene	candidate
CDKN2B-AS1	sgRNA_22206899.22207239_22207124_gene	candidate
p16.dialup	sgRNA_22206899.22207239_22207124_gene	candidate
MTAP	sgRNA_22206899.22207239_22207124_gene	candidate
DMRTA1	sgRNA_22206899.22207239_22207124_gene	candidate
IFNB1	sgRNA_22206899.22207239_22207124_gene	candidate
IFNE	sgRNA_22206899.22207239_22207124_gene	candidate
IFNWP19	sgRNA_22206899.22207239_22207124_gene	candidate
p14.dialup	sgRNA_22206899.22207239_22207124_gene	candidate
CDKN2B	sgRNA_22208818.22209202_22208848_gene	candidate
CDKN2B-AS1	sgRNA_22208818.22209202_22208848_gene	candidate
p16.dialup	sgRNA_22208818.22209202_22208848_gene	candidate
MTAP	sgRNA_22208818.22209202_22208848_gene	candidate
DMRTA1	sgRNA_22208818.22209202_22208848_gene	candidate
IFNB1	sgRNA_22208818.22209202_22208848_gene	candidate
IFNE	sgRNA_22208818.22209202_22208848_gene	candidate
IFNWP19	sgRNA_22208818.22209202_22208848_gene	candidate
p14.dialup	sgRNA_22208818.22209202_22208848_gene	candidate
CDKN2B	sgRNA_22208818.22209202_22208885_gene	candidate
CDKN2B-AS1	sgRNA_22208818.22209202_22208885_gene	candidate
p16.dialup	sgRNA_22208818.22209202_22208885_gene	candidate
MTAP	sgRNA_22208818.22209202_22208885_gene	candidate
DMRTA1	sgRNA_22208818.22209202_22208885_gene	candidate
IFNB1	sgRNA_22208818.22209202_22208885_gene	candidate
IFNE	sgRNA_22208818.22209202_22208885_gene	candidate
IFNWP19	sgRNA_22208818.22209202_22208885_gene	candidate
p14.dialup	sgRNA_22208818.22209202_22208885_gene	candidate
CDKN2B	sgRNA_22208818.22209202_22209180_gene	candidate
CDKN2B-AS1	sgRNA_22208818.22209202_22209180_gene	candidate
p16.dialup	sgRNA_22208818.22209202_22209180_gene	candidate
MTAP	sgRNA_22208818.22209202_22209180_gene	candidate
DMRTA1	sgRNA_22208818.22209202_22209180_gene	candidate
IFNB1	sgRNA_22208818.22209202_22209180_gene	candidate
IFNE	sgRNA_22208818.22209202_22209180_gene	candidate
IFNWP19	sgRNA_22208818.22209202_22209180_gene	candidate
p14.dialup	sgRNA_22208818.22209202_22209180_gene	candidate
CDKN2B	sgRNA_22210299.22210642_22210406_gene	candidate
CDKN2B-AS1	sgRNA_22210299.22210642_22210406_gene	candidate
p16.dialup	sgRNA_22210299.22210642_22210406_gene	candidate
MTAP	sgRNA_22210299.22210642_22210406_gene	candidate
DMRTA1	sgRNA_22210299.22210642_22210406_gene	candidate
IFNB1	sgRNA_22210299.22210642_22210406_gene	candidate
IFNE	sgRNA_22210299.22210642_22210406_gene	candidate
IFNWP19	sgRNA_22210299.22210642_22210406_gene	candidate
p14.dialup	sgRNA_22210299.22210642_22210406_gene	candidate
CDKN2B	sgRNA_22210299.22210642_22210473_gene	candidate
CDKN2B-AS1	sgRNA_22210299.22210642_22210473_gene	candidate
p16.dialup	sgRNA_22210299.22210642_22210473_gene	candidate
MTAP	sgRNA_22210299.22210642_22210473_gene	candidate
DMRTA1	sgRNA_22210299.22210642_22210473_gene	candidate
IFNB1	sgRNA_22210299.22210642_22210473_gene	candidate
IFNE	sgRNA_22210299.22210642_22210473_gene	candidate
IFNWP19	sgRNA_22210299.22210642_22210473_gene	candidate
p14.dialup	sgRNA_22210299.22210642_22210473_gene	candidate
CDKN2B	sgRNA_22210299.22210642_22210481_gene	candidate
CDKN2B-AS1	sgRNA_22210299.22210642_22210481_gene	candidate
p16.dialup	sgRNA_22210299.22210642_22210481_gene	candidate
MTAP	sgRNA_22210299.22210642_22210481_gene	candidate
DMRTA1	sgRNA_22210299.22210642_22210481_gene	candidate
IFNB1	sgRNA_22210299.22210642_22210481_gene	candidate
IFNE	sgRNA_22210299.22210642_22210481_gene	candidate
IFNWP19	sgRNA_22210299.22210642_22210481_gene	candidate
p14.dialup	sgRNA_22210299.22210642_22210481_gene	candidate
CDKN2B	sgRNA_22210299.22210642_22210503_gene	candidate
CDKN2B-AS1	sgRNA_22210299.22210642_22210503_gene	candidate
p16.dialup	sgRNA_22210299.22210642_22210503_gene	candidate
MTAP	sgRNA_22210299.22210642_22210503_gene	candidate
DMRTA1	sgRNA_22210299.22210642_22210503_gene	candidate
IFNB1	sgRNA_22210299.22210642_22210503_gene	candidate
IFNE	sgRNA_22210299.22210642_22210503_gene	candidate
IFNWP19	sgRNA_22210299.22210642_22210503_gene	candidate
p14.dialup	sgRNA_22210299.22210642_22210503_gene	candidate
CDKN2B	sgRNA_22210978.22211316_22211080_gene	candidate
CDKN2B-AS1	sgRNA_22210978.22211316_22211080_gene	candidate
p16.dialup	sgRNA_22210978.22211316_22211080_gene	candidate
MTAP	sgRNA_22210978.22211316_22211080_gene	candidate
DMRTA1	sgRNA_22210978.22211316_22211080_gene	candidate
IFNB1	sgRNA_22210978.22211316_22211080_gene	candidate
IFNE	sgRNA_22210978.22211316_22211080_gene	candidate
IFNWP19	sgRNA_22210978.22211316_22211080_gene	candidate
p14.dialup	sgRNA_22210978.22211316_22211080_gene	candidate
CDKN2B	sgRNA_22210978.22211316_22211105_gene	candidate
CDKN2B-AS1	sgRNA_22210978.22211316_22211105_gene	candidate
p16.dialup	sgRNA_22210978.22211316_22211105_gene	candidate
MTAP	sgRNA_22210978.22211316_22211105_gene	candidate
DMRTA1	sgRNA_22210978.22211316_22211105_gene	candidate
IFNB1	sgRNA_22210978.22211316_22211105_gene	candidate
IFNE	sgRNA_22210978.22211316_22211105_gene	candidate
IFNWP19	sgRNA_22210978.22211316_22211105_gene	candidate
p14.dialup	sgRNA_22210978.22211316_22211105_gene	candidate
CDKN2B	sgRNA_22210978.22211316_22211118_gene	candidate
CDKN2B-AS1	sgRNA_22210978.22211316_22211118_gene	candidate
p16.dialup	sgRNA_22210978.22211316_22211118_gene	candidate
MTAP	sgRNA_22210978.22211316_22211118_gene	candidate
DMRTA1	sgRNA_22210978.22211316_22211118_gene	candidate
IFNB1	sgRNA_22210978.22211316_22211118_gene	candidate
IFNE	sgRNA_22210978.22211316_22211118_gene	candidate
IFNWP19	sgRNA_22210978.22211316_22211118_gene	candidate
p14.dialup	sgRNA_22210978.22211316_22211118_gene	candidate
CDKN2B	sgRNA_22210978.22211316_22211135_gene	candidate
CDKN2B-AS1	sgRNA_22210978.22211316_22211135_gene	candidate
p16.dialup	sgRNA_22210978.22211316_22211135_gene	candidate
MTAP	sgRNA_22210978.22211316_22211135_gene	candidate
DMRTA1	sgRNA_22210978.22211316_22211135_gene	candidate
IFNB1	sgRNA_22210978.22211316_22211135_gene	candidate
IFNE	sgRNA_22210978.22211316_22211135_gene	candidate
IFNWP19	sgRNA_22210978.22211316_22211135_gene	candidate
p14.dialup	sgRNA_22210978.22211316_22211135_gene	candidate
CDKN2B	sgRNA_22211647.22212006_22211767_gene	candidate
CDKN2B-AS1	sgRNA_22211647.22212006_22211767_gene	candidate
p16.dialup	sgRNA_22211647.22212006_22211767_gene	candidate
MTAP	sgRNA_22211647.22212006_22211767_gene	candidate
DMRTA1	sgRNA_22211647.22212006_22211767_gene	candidate
IFNB1	sgRNA_22211647.22212006_22211767_gene	candidate
IFNE	sgRNA_22211647.22212006_22211767_gene	candidate
IFNWP19	sgRNA_22211647.22212006_22211767_gene	candidate
p14.dialup	sgRNA_22211647.22212006_22211767_gene	candidate
CDKN2B	sgRNA_22211647.22212006_22211852_gene	candidate
CDKN2B-AS1	sgRNA_22211647.22212006_22211852_gene	candidate
p16.dialup	sgRNA_22211647.22212006_22211852_gene	candidate
MTAP	sgRNA_22211647.22212006_22211852_gene	candidate
DMRTA1	sgRNA_22211647.22212006_22211852_gene	candidate
IFNB1	sgRNA_22211647.22212006_22211852_gene	candidate
IFNE	sgRNA_22211647.22212006_22211852_gene	candidate
IFNWP19	sgRNA_22211647.22212006_22211852_gene	candidate
p14.dialup	sgRNA_22211647.22212006_22211852_gene	candidate
CDKN2B	sgRNA_22211647.22212006_22211855_gene	candidate
CDKN2B-AS1	sgRNA_22211647.22212006_22211855_gene	candidate
p16.dialup	sgRNA_22211647.22212006_22211855_gene	candidate
MTAP	sgRNA_22211647.22212006_22211855_gene	candidate
DMRTA1	sgRNA_22211647.22212006_22211855_gene	candidate
IFNB1	sgRNA_22211647.22212006_22211855_gene	candidate
IFNE	sgRNA_22211647.22212006_22211855_gene	candidate
IFNWP19	sgRNA_22211647.22212006_22211855_gene	candidate
p14.dialup	sgRNA_22211647.22212006_22211855_gene	candidate
CDKN2B	sgRNA_22211647.22212006_22211912_gene	candidate
CDKN2B-AS1	sgRNA_22211647.22212006_22211912_gene	candidate
p16.dialup	sgRNA_22211647.22212006_22211912_gene	candidate
MTAP	sgRNA_22211647.22212006_22211912_gene	candidate
DMRTA1	sgRNA_22211647.22212006_22211912_gene	candidate
IFNB1	sgRNA_22211647.22212006_22211912_gene	candidate
IFNE	sgRNA_22211647.22212006_22211912_gene	candidate
IFNWP19	sgRNA_22211647.22212006_22211912_gene	candidate
p14.dialup	sgRNA_22211647.22212006_22211912_gene	candidate
CDKN2B	sgRNA_22212033.22212267_22212104_gene	candidate
CDKN2B-AS1	sgRNA_22212033.22212267_22212104_gene	candidate
p16.dialup	sgRNA_22212033.22212267_22212104_gene	candidate
MTAP	sgRNA_22212033.22212267_22212104_gene	candidate
DMRTA1	sgRNA_22212033.22212267_22212104_gene	candidate
IFNB1	sgRNA_22212033.22212267_22212104_gene	candidate
IFNE	sgRNA_22212033.22212267_22212104_gene	candidate
IFNWP19	sgRNA_22212033.22212267_22212104_gene	candidate
p14.dialup	sgRNA_22212033.22212267_22212104_gene	candidate
CDKN2B	sgRNA_22212033.22212267_22212142_gene	candidate
CDKN2B-AS1	sgRNA_22212033.22212267_22212142_gene	candidate
p16.dialup	sgRNA_22212033.22212267_22212142_gene	candidate
MTAP	sgRNA_22212033.22212267_22212142_gene	candidate
DMRTA1	sgRNA_22212033.22212267_22212142_gene	candidate
IFNB1	sgRNA_22212033.22212267_22212142_gene	candidate
IFNE	sgRNA_22212033.22212267_22212142_gene	candidate
IFNWP19	sgRNA_22212033.22212267_22212142_gene	candidate
p14.dialup	sgRNA_22212033.22212267_22212142_gene	candidate
CDKN2B	sgRNA_22212033.22212267_22212167_gene	candidate
CDKN2B-AS1	sgRNA_22212033.22212267_22212167_gene	candidate
p16.dialup	sgRNA_22212033.22212267_22212167_gene	candidate
MTAP	sgRNA_22212033.22212267_22212167_gene	candidate
DMRTA1	sgRNA_22212033.22212267_22212167_gene	candidate
IFNB1	sgRNA_22212033.22212267_22212167_gene	candidate
IFNE	sgRNA_22212033.22212267_22212167_gene	candidate
IFNWP19	sgRNA_22212033.22212267_22212167_gene	candidate
p14.dialup	sgRNA_22212033.22212267_22212167_gene	candidate
CDKN2B	sgRNA_22212033.22212267_22212180_gene	candidate
CDKN2B-AS1	sgRNA_22212033.22212267_22212180_gene	candidate
p16.dialup	sgRNA_22212033.22212267_22212180_gene	candidate
MTAP	sgRNA_22212033.22212267_22212180_gene	candidate
DMRTA1	sgRNA_22212033.22212267_22212180_gene	candidate
IFNB1	sgRNA_22212033.22212267_22212180_gene	candidate
IFNE	sgRNA_22212033.22212267_22212180_gene	candidate
IFNWP19	sgRNA_22212033.22212267_22212180_gene	candidate
p14.dialup	sgRNA_22212033.22212267_22212180_gene	candidate
CDKN2B	sgRNA_22214099.22214353_22214160_gene	candidate
CDKN2B-AS1	sgRNA_22214099.22214353_22214160_gene	candidate
p16.dialup	sgRNA_22214099.22214353_22214160_gene	candidate
MTAP	sgRNA_22214099.22214353_22214160_gene	candidate
DMRTA1	sgRNA_22214099.22214353_22214160_gene	candidate
IFNB1	sgRNA_22214099.22214353_22214160_gene	candidate
IFNE	sgRNA_22214099.22214353_22214160_gene	candidate
IFNWP19	sgRNA_22214099.22214353_22214160_gene	candidate
p14.dialup	sgRNA_22214099.22214353_22214160_gene	candidate
CDKN2B	sgRNA_22214099.22214353_22214197_gene	candidate
CDKN2B-AS1	sgRNA_22214099.22214353_22214197_gene	candidate
p16.dialup	sgRNA_22214099.22214353_22214197_gene	candidate
MTAP	sgRNA_22214099.22214353_22214197_gene	candidate
DMRTA1	sgRNA_22214099.22214353_22214197_gene	candidate
IFNB1	sgRNA_22214099.22214353_22214197_gene	candidate
IFNE	sgRNA_22214099.22214353_22214197_gene	candidate
IFNWP19	sgRNA_22214099.22214353_22214197_gene	candidate
p14.dialup	sgRNA_22214099.22214353_22214197_gene	candidate
CDKN2B	sgRNA_22214099.22214353_22214247_gene	candidate
CDKN2B-AS1	sgRNA_22214099.22214353_22214247_gene	candidate
p16.dialup	sgRNA_22214099.22214353_22214247_gene	candidate
MTAP	sgRNA_22214099.22214353_22214247_gene	candidate
