gene_id	gRNA_group	pair_type
p14.dialup	sgRNA_21990239.21990463_21990451_gene	candidate
CDKN2B	sgRNA_21991610.21991964_21991666_gene	candidate
CDKN2B-AS1	sgRNA_21991610.21991964_21991666_gene	candidate
p16.dialup	sgRNA_21991610.21991964_21991666_gene	candidate
MTAP	sgRNA_21991610.21991964_21991666_gene	candidate
DMRTA1	sgRNA_21991610.21991964_21991666_gene	candidate
IFNB1	sgRNA_21991610.21991964_21991666_gene	candidate
IFNE	sgRNA_21991610.21991964_21991666_gene	candidate
IFNWP19	sgRNA_21991610.21991964_21991666_gene	candidate
p14.dialup	sgRNA_21991610.21991964_21991666_gene	candidate
CDKN2B	sgRNA_21991610.21991964_21991696_gene	candidate
CDKN2B-AS1	sgRNA_21991610.21991964_21991696_gene	candidate
p16.dialup	sgRNA_21991610.21991964_21991696_gene	candidate
MTAP	sgRNA_21991610.21991964_21991696_gene	candidate
DMRTA1	sgRNA_21991610.21991964_21991696_gene	candidate
IFNB1	sgRNA_21991610.21991964_21991696_gene	candidate
IFNE	sgRNA_21991610.21991964_21991696_gene	candidate
IFNWP19	sgRNA_21991610.21991964_21991696_gene	candidate
p14.dialup	sgRNA_21991610.21991964_21991696_gene	candidate
CDKN2B	sgRNA_21991610.21991964_21991847_gene	candidate
CDKN2B-AS1	sgRNA_21991610.21991964_21991847_gene	candidate
p16.dialup	sgRNA_21991610.21991964_21991847_gene	candidate
MTAP	sgRNA_21991610.21991964_21991847_gene	candidate
DMRTA1	sgRNA_21991610.21991964_21991847_gene	candidate
IFNB1	sgRNA_21991610.21991964_21991847_gene	candidate
IFNE	sgRNA_21991610.21991964_21991847_gene	candidate
IFNWP19	sgRNA_21991610.21991964_21991847_gene	candidate
p14.dialup	sgRNA_21991610.21991964_21991847_gene	candidate
CDKN2B	sgRNA_21993497.21993792_21993586_gene	candidate
CDKN2B-AS1	sgRNA_21993497.21993792_21993586_gene	candidate
p16.dialup	sgRNA_21993497.21993792_21993586_gene	candidate
MTAP	sgRNA_21993497.21993792_21993586_gene	candidate
DMRTA1	sgRNA_21993497.21993792_21993586_gene	candidate
IFNB1	sgRNA_21993497.21993792_21993586_gene	candidate
IFNE	sgRNA_21993497.21993792_21993586_gene	candidate
IFNWP19	sgRNA_21993497.21993792_21993586_gene	candidate
p14.dialup	sgRNA_21993497.21993792_21993586_gene	candidate
CDKN2B	sgRNA_21993497.21993792_21993605_gene	candidate
CDKN2B-AS1	sgRNA_21993497.21993792_21993605_gene	candidate
p16.dialup	sgRNA_21993497.21993792_21993605_gene	candidate
MTAP	sgRNA_21993497.21993792_21993605_gene	candidate
DMRTA1	sgRNA_21993497.21993792_21993605_gene	candidate
IFNB1	sgRNA_21993497.21993792_21993605_gene	candidate
IFNE	sgRNA_21993497.21993792_21993605_gene	candidate
IFNWP19	sgRNA_21993497.21993792_21993605_gene	candidate
p14.dialup	sgRNA_21993497.21993792_21993605_gene	candidate
CDKN2B	sgRNA_21993497.21993792_21993648_gene	candidate
CDKN2B-AS1	sgRNA_21993497.21993792_21993648_gene	candidate
p16.dialup	sgRNA_21993497.21993792_21993648_gene	candidate
MTAP	sgRNA_21993497.21993792_21993648_gene	candidate
DMRTA1	sgRNA_21993497.21993792_21993648_gene	candidate
IFNB1	sgRNA_21993497.21993792_21993648_gene	candidate
IFNE	sgRNA_21993497.21993792_21993648_gene	candidate
IFNWP19	sgRNA_21993497.21993792_21993648_gene	candidate
p14.dialup	sgRNA_21993497.21993792_21993648_gene	candidate
CDKN2B	sgRNA_21993497.21993792_21993759_gene	candidate
CDKN2B-AS1	sgRNA_21993497.21993792_21993759_gene	candidate
p16.dialup	sgRNA_21993497.21993792_21993759_gene	candidate
MTAP	sgRNA_21993497.21993792_21993759_gene	candidate
DMRTA1	sgRNA_21993497.21993792_21993759_gene	candidate
IFNB1	sgRNA_21993497.21993792_21993759_gene	candidate
IFNE	sgRNA_21993497.21993792_21993759_gene	candidate
IFNWP19	sgRNA_21993497.21993792_21993759_gene	candidate
p14.dialup	sgRNA_21993497.21993792_21993759_gene	candidate
CDKN2B	sgRNA_21993910.21994234_21993930_gene	candidate
CDKN2B-AS1	sgRNA_21993910.21994234_21993930_gene	candidate
p16.dialup	sgRNA_21993910.21994234_21993930_gene	candidate
MTAP	sgRNA_21993910.21994234_21993930_gene	candidate
DMRTA1	sgRNA_21993910.21994234_21993930_gene	candidate
IFNB1	sgRNA_21993910.21994234_21993930_gene	candidate
IFNE	sgRNA_21993910.21994234_21993930_gene	candidate
IFNWP19	sgRNA_21993910.21994234_21993930_gene	candidate
p14.dialup	sgRNA_21993910.21994234_21993930_gene	candidate
CDKN2B	sgRNA_21993910.21994234_21994006_gene	candidate
CDKN2B-AS1	sgRNA_21993910.21994234_21994006_gene	candidate
p16.dialup	sgRNA_21993910.21994234_21994006_gene	candidate
MTAP	sgRNA_21993910.21994234_21994006_gene	candidate
DMRTA1	sgRNA_21993910.21994234_21994006_gene	candidate
IFNB1	sgRNA_21993910.21994234_21994006_gene	candidate
IFNE	sgRNA_21993910.21994234_21994006_gene	candidate
IFNWP19	sgRNA_21993910.21994234_21994006_gene	candidate
p14.dialup	sgRNA_21993910.21994234_21994006_gene	candidate
CDKN2B	sgRNA_21993910.21994234_21994111_gene	candidate
CDKN2B-AS1	sgRNA_21993910.21994234_21994111_gene	candidate
p16.dialup	sgRNA_21993910.21994234_21994111_gene	candidate
MTAP	sgRNA_21993910.21994234_21994111_gene	candidate
DMRTA1	sgRNA_21993910.21994234_21994111_gene	candidate
IFNB1	sgRNA_21993910.21994234_21994111_gene	candidate
IFNE	sgRNA_21993910.21994234_21994111_gene	candidate
IFNWP19	sgRNA_21993910.21994234_21994111_gene	candidate
p14.dialup	sgRNA_21993910.21994234_21994111_gene	candidate
CDKN2B	sgRNA_21993910.21994234_21994196_gene	candidate
CDKN2B-AS1	sgRNA_21993910.21994234_21994196_gene	candidate
p16.dialup	sgRNA_21993910.21994234_21994196_gene	candidate
MTAP	sgRNA_21993910.21994234_21994196_gene	candidate
DMRTA1	sgRNA_21993910.21994234_21994196_gene	candidate
IFNB1	sgRNA_21993910.21994234_21994196_gene	candidate
IFNE	sgRNA_21993910.21994234_21994196_gene	candidate
IFNWP19	sgRNA_21993910.21994234_21994196_gene	candidate
p14.dialup	sgRNA_21993910.21994234_21994196_gene	candidate
CDKN2B	sgRNA_21994286.21994909_21994555_gene	candidate
CDKN2B-AS1	sgRNA_21994286.21994909_21994555_gene	positive_control
p16.dialup	sgRNA_21994286.21994909_21994555_gene	candidate
MTAP	sgRNA_21994286.21994909_21994555_gene	candidate
DMRTA1	sgRNA_21994286.21994909_21994555_gene	candidate
IFNB1	sgRNA_21994286.21994909_21994555_gene	candidate
IFNE	sgRNA_21994286.21994909_21994555_gene	candidate
IFNWP19	sgRNA_21994286.21994909_21994555_gene	candidate
p14.dialup	sgRNA_21994286.21994909_21994555_gene	positive_control
CDKN2B	sgRNA_21994286.21994909_21994611_gene	candidate
CDKN2B-AS1	sgRNA_21994286.21994909_21994611_gene	positive_control
p16.dialup	sgRNA_21994286.21994909_21994611_gene	candidate
MTAP	sgRNA_21994286.21994909_21994611_gene	candidate
DMRTA1	sgRNA_21994286.21994909_21994611_gene	candidate
IFNB1	sgRNA_21994286.21994909_21994611_gene	candidate
IFNE	sgRNA_21994286.21994909_21994611_gene	candidate
IFNWP19	sgRNA_21994286.21994909_21994611_gene	candidate
p14.dialup	sgRNA_21994286.21994909_21994611_gene	positive_control
CDKN2B	sgRNA_21994286.21994909_21994745_gene	candidate
CDKN2B-AS1	sgRNA_21994286.21994909_21994745_gene	positive_control
p16.dialup	sgRNA_21994286.21994909_21994745_gene	candidate
MTAP	sgRNA_21994286.21994909_21994745_gene	candidate
DMRTA1	sgRNA_21994286.21994909_21994745_gene	candidate
IFNB1	sgRNA_21994286.21994909_21994745_gene	candidate
IFNE	sgRNA_21994286.21994909_21994745_gene	candidate
IFNWP19	sgRNA_21994286.21994909_21994745_gene	candidate
p14.dialup	sgRNA_21994286.21994909_21994745_gene	positive_control
CDKN2B	sgRNA_21994286.21994909_21994907_gene	candidate
CDKN2B-AS1	sgRNA_21994286.21994909_21994907_gene	positive_control
p16.dialup	sgRNA_21994286.21994909_21994907_gene	candidate
MTAP	sgRNA_21994286.21994909_21994907_gene	candidate
DMRTA1	sgRNA_21994286.21994909_21994907_gene	candidate
IFNB1	sgRNA_21994286.21994909_21994907_gene	candidate
IFNE	sgRNA_21994286.21994909_21994907_gene	candidate
IFNWP19	sgRNA_21994286.21994909_21994907_gene	candidate
p14.dialup	sgRNA_21994286.21994909_21994907_gene	positive_control
CDKN2B	sgRNA_21994938.21995219_21995093_gene	candidate
CDKN2B-AS1	sgRNA_21994938.21995219_21995093_gene	candidate
p16.dialup	sgRNA_21994938.21995219_21995093_gene	candidate
MTAP	sgRNA_21994938.21995219_21995093_gene	candidate
DMRTA1	sgRNA_21994938.21995219_21995093_gene	candidate
IFNB1	sgRNA_21994938.21995219_21995093_gene	candidate
IFNE	sgRNA_21994938.21995219_21995093_gene	candidate
IFNWP19	sgRNA_21994938.21995219_21995093_gene	candidate
p14.dialup	sgRNA_21994938.21995219_21995093_gene	candidate
CDKN2B	sgRNA_21994938.21995219_21995106_gene	candidate
CDKN2B-AS1	sgRNA_21994938.21995219_21995106_gene	candidate
p16.dialup	sgRNA_21994938.21995219_21995106_gene	candidate
MTAP	sgRNA_21994938.21995219_21995106_gene	candidate
DMRTA1	sgRNA_21994938.21995219_21995106_gene	candidate
IFNB1	sgRNA_21994938.21995219_21995106_gene	candidate
IFNE	sgRNA_21994938.21995219_21995106_gene	candidate
IFNWP19	sgRNA_21994938.21995219_21995106_gene	candidate
p14.dialup	sgRNA_21994938.21995219_21995106_gene	candidate
CDKN2B	sgRNA_21994938.21995219_21995111_gene	candidate
CDKN2B-AS1	sgRNA_21994938.21995219_21995111_gene	candidate
p16.dialup	sgRNA_21994938.21995219_21995111_gene	candidate
MTAP	sgRNA_21994938.21995219_21995111_gene	candidate
DMRTA1	sgRNA_21994938.21995219_21995111_gene	candidate
IFNB1	sgRNA_21994938.21995219_21995111_gene	candidate
IFNE	sgRNA_21994938.21995219_21995111_gene	candidate
IFNWP19	sgRNA_21994938.21995219_21995111_gene	candidate
p14.dialup	sgRNA_21994938.21995219_21995111_gene	candidate
CDKN2B	sgRNA_21994938.21995219_21995177_gene	candidate
CDKN2B-AS1	sgRNA_21994938.21995219_21995177_gene	candidate
p16.dialup	sgRNA_21994938.21995219_21995177_gene	candidate
MTAP	sgRNA_21994938.21995219_21995177_gene	candidate
DMRTA1	sgRNA_21994938.21995219_21995177_gene	candidate
IFNB1	sgRNA_21994938.21995219_21995177_gene	candidate
IFNE	sgRNA_21994938.21995219_21995177_gene	candidate
IFNWP19	sgRNA_21994938.21995219_21995177_gene	candidate
p14.dialup	sgRNA_21994938.21995219_21995177_gene	candidate
CDKN2B	sgRNA_21995566.21996214_21995571_gene	candidate
CDKN2B-AS1	sgRNA_21995566.21996214_21995571_gene	candidate
p16.dialup	sgRNA_21995566.21996214_21995571_gene	candidate
MTAP	sgRNA_21995566.21996214_21995571_gene	candidate
DMRTA1	sgRNA_21995566.21996214_21995571_gene	candidate
IFNB1	sgRNA_21995566.21996214_21995571_gene	candidate
IFNE	sgRNA_21995566.21996214_21995571_gene	candidate
IFNWP19	sgRNA_21995566.21996214_21995571_gene	candidate
p14.dialup	sgRNA_21995566.21996214_21995571_gene	candidate
CDKN2B	sgRNA_21995566.21996214_21995894_gene	candidate
CDKN2B-AS1	sgRNA_21995566.21996214_21995894_gene	candidate
p16.dialup	sgRNA_21995566.21996214_21995894_gene	candidate
MTAP	sgRNA_21995566.21996214_21995894_gene	candidate
DMRTA1	sgRNA_21995566.21996214_21995894_gene	candidate
IFNB1	sgRNA_21995566.21996214_21995894_gene	candidate
IFNE	sgRNA_21995566.21996214_21995894_gene	candidate
IFNWP19	sgRNA_21995566.21996214_21995894_gene	candidate
p14.dialup	sgRNA_21995566.21996214_21995894_gene	candidate
CDKN2B	sgRNA_21995566.21996214_21996099_gene	candidate
CDKN2B-AS1	sgRNA_21995566.21996214_21996099_gene	candidate
p16.dialup	sgRNA_21995566.21996214_21996099_gene	candidate
MTAP	sgRNA_21995566.21996214_21996099_gene	candidate
DMRTA1	sgRNA_21995566.21996214_21996099_gene	candidate
IFNB1	sgRNA_21995566.21996214_21996099_gene	candidate
IFNE	sgRNA_21995566.21996214_21996099_gene	candidate
IFNWP19	sgRNA_21995566.21996214_21996099_gene	candidate
p14.dialup	sgRNA_21995566.21996214_21996099_gene	candidate
CDKN2B	sgRNA_21995566.21996214_21996148_gene	candidate
CDKN2B-AS1	sgRNA_21995566.21996214_21996148_gene	candidate
p16.dialup	sgRNA_21995566.21996214_21996148_gene	candidate
MTAP	sgRNA_21995566.21996214_21996148_gene	candidate
DMRTA1	sgRNA_21995566.21996214_21996148_gene	candidate
IFNB1	sgRNA_21995566.21996214_21996148_gene	candidate
IFNE	sgRNA_21995566.21996214_21996148_gene	candidate
IFNWP19	sgRNA_21995566.21996214_21996148_gene	candidate
p14.dialup	sgRNA_21995566.21996214_21996148_gene	candidate
CDKN2B	sgRNA_21996463.21997024_21996766_gene	candidate
CDKN2B-AS1	sgRNA_21996463.21997024_21996766_gene	candidate
p16.dialup	sgRNA_21996463.21997024_21996766_gene	candidate
MTAP	sgRNA_21996463.21997024_21996766_gene	candidate
DMRTA1	sgRNA_21996463.21997024_21996766_gene	candidate
IFNB1	sgRNA_21996463.21997024_21996766_gene	candidate
IFNE	sgRNA_21996463.21997024_21996766_gene	candidate
IFNWP19	sgRNA_21996463.21997024_21996766_gene	candidate
p14.dialup	sgRNA_21996463.21997024_21996766_gene	candidate
CDKN2B	sgRNA_21996463.21997024_21996783_gene	candidate
CDKN2B-AS1	sgRNA_21996463.21997024_21996783_gene	candidate
p16.dialup	sgRNA_21996463.21997024_21996783_gene	candidate
MTAP	sgRNA_21996463.21997024_21996783_gene	candidate
DMRTA1	sgRNA_21996463.21997024_21996783_gene	candidate
IFNB1	sgRNA_21996463.21997024_21996783_gene	candidate
IFNE	sgRNA_21996463.21997024_21996783_gene	candidate
IFNWP19	sgRNA_21996463.21997024_21996783_gene	candidate
p14.dialup	sgRNA_21996463.21997024_21996783_gene	candidate
CDKN2B	sgRNA_21996463.21997024_21996817_gene	candidate
CDKN2B-AS1	sgRNA_21996463.21997024_21996817_gene	candidate
p16.dialup	sgRNA_21996463.21997024_21996817_gene	candidate
MTAP	sgRNA_21996463.21997024_21996817_gene	candidate
DMRTA1	sgRNA_21996463.21997024_21996817_gene	candidate
IFNB1	sgRNA_21996463.21997024_21996817_gene	candidate
IFNE	sgRNA_21996463.21997024_21996817_gene	candidate
IFNWP19	sgRNA_21996463.21997024_21996817_gene	candidate
p14.dialup	sgRNA_21996463.21997024_21996817_gene	candidate
CDKN2B	sgRNA_21996463.21997024_21996888_gene	candidate
CDKN2B-AS1	sgRNA_21996463.21997024_21996888_gene	candidate
p16.dialup	sgRNA_21996463.21997024_21996888_gene	candidate
MTAP	sgRNA_21996463.21997024_21996888_gene	candidate
DMRTA1	sgRNA_21996463.21997024_21996888_gene	candidate
IFNB1	sgRNA_21996463.21997024_21996888_gene	candidate
IFNE	sgRNA_21996463.21997024_21996888_gene	candidate
IFNWP19	sgRNA_21996463.21997024_21996888_gene	candidate
p14.dialup	sgRNA_21996463.21997024_21996888_gene	candidate
CDKN2B	sgRNA_21997856.21998917_21998126_gene	candidate
CDKN2B-AS1	sgRNA_21997856.21998917_21998126_gene	candidate
p16.dialup	sgRNA_21997856.21998917_21998126_gene	candidate
MTAP	sgRNA_21997856.21998917_21998126_gene	candidate
DMRTA1	sgRNA_21997856.21998917_21998126_gene	candidate
IFNB1	sgRNA_21997856.21998917_21998126_gene	candidate
IFNE	sgRNA_21997856.21998917_21998126_gene	candidate
IFNWP19	sgRNA_21997856.21998917_21998126_gene	candidate
p14.dialup	sgRNA_21997856.21998917_21998126_gene	candidate
CDKN2B	sgRNA_21997856.21998917_21998157_gene	candidate
CDKN2B-AS1	sgRNA_21997856.21998917_21998157_gene	candidate
p16.dialup	sgRNA_21997856.21998917_21998157_gene	candidate
MTAP	sgRNA_21997856.21998917_21998157_gene	candidate
DMRTA1	sgRNA_21997856.21998917_21998157_gene	candidate
IFNB1	sgRNA_21997856.21998917_21998157_gene	candidate
IFNE	sgRNA_21997856.21998917_21998157_gene	candidate
IFNWP19	sgRNA_21997856.21998917_21998157_gene	candidate
p14.dialup	sgRNA_21997856.21998917_21998157_gene	candidate
CDKN2B	sgRNA_21997856.21998917_21998235_gene	candidate
CDKN2B-AS1	sgRNA_21997856.21998917_21998235_gene	candidate
p16.dialup	sgRNA_21997856.21998917_21998235_gene	candidate
MTAP	sgRNA_21997856.21998917_21998235_gene	candidate
DMRTA1	sgRNA_21997856.21998917_21998235_gene	candidate
IFNB1	sgRNA_21997856.21998917_21998235_gene	candidate
IFNE	sgRNA_21997856.21998917_21998235_gene	candidate
IFNWP19	sgRNA_21997856.21998917_21998235_gene	candidate
p14.dialup	sgRNA_21997856.21998917_21998235_gene	candidate
CDKN2B	sgRNA_21999779.22000849_22000143_gene	candidate
CDKN2B-AS1	sgRNA_21999779.22000849_22000143_gene	candidate
p16.dialup	sgRNA_21999779.22000849_22000143_gene	candidate
MTAP	sgRNA_21999779.22000849_22000143_gene	candidate
DMRTA1	sgRNA_21999779.22000849_22000143_gene	candidate
IFNB1	sgRNA_21999779.22000849_22000143_gene	candidate
IFNE	sgRNA_21999779.22000849_22000143_gene	candidate
IFNWP19	sgRNA_21999779.22000849_22000143_gene	candidate
p14.dialup	sgRNA_21999779.22000849_22000143_gene	candidate
CDKN2B	sgRNA_21999779.22000849_22000175_gene	candidate
CDKN2B-AS1	sgRNA_21999779.22000849_22000175_gene	candidate
p16.dialup	sgRNA_21999779.22000849_22000175_gene	candidate
MTAP	sgRNA_21999779.22000849_22000175_gene	candidate
DMRTA1	sgRNA_21999779.22000849_22000175_gene	candidate
IFNB1	sgRNA_21999779.22000849_22000175_gene	candidate
IFNE	sgRNA_21999779.22000849_22000175_gene	candidate
IFNWP19	sgRNA_21999779.22000849_22000175_gene	candidate
p14.dialup	sgRNA_21999779.22000849_22000175_gene	candidate
CDKN2B	sgRNA_21999779.22000849_22000190_gene	candidate
CDKN2B-AS1	sgRNA_21999779.22000849_22000190_gene	candidate
p16.dialup	sgRNA_21999779.22000849_22000190_gene	candidate
MTAP	sgRNA_21999779.22000849_22000190_gene	candidate
DMRTA1	sgRNA_21999779.22000849_22000190_gene	candidate
IFNB1	sgRNA_21999779.22000849_22000190_gene	candidate
IFNE	sgRNA_21999779.22000849_22000190_gene	candidate
IFNWP19	sgRNA_21999779.22000849_22000190_gene	candidate
p14.dialup	sgRNA_21999779.22000849_22000190_gene	candidate
CDKN2B	sgRNA_22002098.22002371_22002212_gene	candidate
CDKN2B-AS1	sgRNA_22002098.22002371_22002212_gene	candidate
p16.dialup	sgRNA_22002098.22002371_22002212_gene	candidate
MTAP	sgRNA_22002098.22002371_22002212_gene	candidate
DMRTA1	sgRNA_22002098.22002371_22002212_gene	candidate
IFNB1	sgRNA_22002098.22002371_22002212_gene	candidate
IFNE	sgRNA_22002098.22002371_22002212_gene	candidate
IFNWP19	sgRNA_22002098.22002371_22002212_gene	candidate
p14.dialup	sgRNA_22002098.22002371_22002212_gene	candidate
CDKN2B	sgRNA_22002098.22002371_22002264_gene	candidate
CDKN2B-AS1	sgRNA_22002098.22002371_22002264_gene	candidate
p16.dialup	sgRNA_22002098.22002371_22002264_gene	candidate
MTAP	sgRNA_22002098.22002371_22002264_gene	candidate
DMRTA1	sgRNA_22002098.22002371_22002264_gene	candidate
IFNB1	sgRNA_22002098.22002371_22002264_gene	candidate
IFNE	sgRNA_22002098.22002371_22002264_gene	candidate
IFNWP19	sgRNA_22002098.22002371_22002264_gene	candidate
p14.dialup	sgRNA_22002098.22002371_22002264_gene	candidate
CDKN2B	sgRNA_22002098.22002371_22002266_gene	candidate
CDKN2B-AS1	sgRNA_22002098.22002371_22002266_gene	candidate
p16.dialup	sgRNA_22002098.22002371_22002266_gene	candidate
MTAP	sgRNA_22002098.22002371_22002266_gene	candidate
DMRTA1	sgRNA_22002098.22002371_22002266_gene	candidate
IFNB1	sgRNA_22002098.22002371_22002266_gene	candidate
IFNE	sgRNA_22002098.22002371_22002266_gene	candidate
IFNWP19	sgRNA_22002098.22002371_22002266_gene	candidate
p14.dialup	sgRNA_22002098.22002371_22002266_gene	candidate
CDKN2B	sgRNA_22003089.22003510_22003167_gene	candidate
CDKN2B-AS1	sgRNA_22003089.22003510_22003167_gene	candidate
p16.dialup	sgRNA_22003089.22003510_22003167_gene	candidate
MTAP	sgRNA_22003089.22003510_22003167_gene	candidate
DMRTA1	sgRNA_22003089.22003510_22003167_gene	candidate
IFNB1	sgRNA_22003089.22003510_22003167_gene	candidate
IFNE	sgRNA_22003089.22003510_22003167_gene	candidate
IFNWP19	sgRNA_22003089.22003510_22003167_gene	candidate
p14.dialup	sgRNA_22003089.22003510_22003167_gene	candidate
CDKN2B	sgRNA_22003089.22003510_22003170_gene	candidate
CDKN2B-AS1	sgRNA_22003089.22003510_22003170_gene	candidate
p16.dialup	sgRNA_22003089.22003510_22003170_gene	candidate
MTAP	sgRNA_22003089.22003510_22003170_gene	candidate
DMRTA1	sgRNA_22003089.22003510_22003170_gene	candidate
IFNB1	sgRNA_22003089.22003510_22003170_gene	candidate
IFNE	sgRNA_22003089.22003510_22003170_gene	candidate
IFNWP19	sgRNA_22003089.22003510_22003170_gene	candidate
p14.dialup	sgRNA_22003089.22003510_22003170_gene	candidate
CDKN2B	sgRNA_22003089.22003510_22003231_gene	candidate
CDKN2B-AS1	sgRNA_22003089.22003510_22003231_gene	candidate
p16.dialup	sgRNA_22003089.22003510_22003231_gene	candidate
MTAP	sgRNA_22003089.22003510_22003231_gene	candidate
DMRTA1	sgRNA_22003089.22003510_22003231_gene	candidate
IFNB1	sgRNA_22003089.22003510_22003231_gene	candidate
IFNE	sgRNA_22003089.22003510_22003231_gene	candidate
IFNWP19	sgRNA_22003089.22003510_22003231_gene	candidate
p14.dialup	sgRNA_22003089.22003510_22003231_gene	candidate
CDKN2B	sgRNA_22003089.22003510_22003324_gene	candidate
CDKN2B-AS1	sgRNA_22003089.22003510_22003324_gene	candidate
p16.dialup	sgRNA_22003089.22003510_22003324_gene	candidate
MTAP	sgRNA_22003089.22003510_22003324_gene	candidate
DMRTA1	sgRNA_22003089.22003510_22003324_gene	candidate
IFNB1	sgRNA_22003089.22003510_22003324_gene	candidate
IFNE	sgRNA_22003089.22003510_22003324_gene	candidate
IFNWP19	sgRNA_22003089.22003510_22003324_gene	candidate
p14.dialup	sgRNA_22003089.22003510_22003324_gene	candidate
CDKN2B	sgRNA_22004994.22006412_22005206_gene	candidate
CDKN2B-AS1	sgRNA_22004994.22006412_22005206_gene	candidate
p16.dialup	sgRNA_22004994.22006412_22005206_gene	candidate
MTAP	sgRNA_22004994.22006412_22005206_gene	candidate
DMRTA1	sgRNA_22004994.22006412_22005206_gene	candidate
